"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AST-1065","AST-1147","AST-1412","AST-1560","AST-1567","AST-1617","AST-1722","AST-2000","AST-2007","AST-2302","AST-2360","AST-2398","AST-2404","AST-2412","AST-2512","AST-2523","AST-2563","AST-2729","AST-2755"
"evm.TU.chromosome_14.7108",164.966667582714,-3.13871999223337,0.663479667013843,-4.73069507368623,2.23752398471873e-06,0.000469175489218047,200,52,288,51,21,777,38,31,458,1016,55,63,458,88,33,288,191,45,15
"evm.TU.chromosome_1.732",638.42392158203,-3.01112151137609,0.714485534904734,-4.21439114478024,2.50452910957093e-05,0.00313932190818367,896,285,1021,105,27,966,15,524,2716,898,960,642,1037,980,195,1170,569,328,157
"evm.TU.chromosome_7.1317",65.5934843565903,-5.74032367728332,1.77437844595039,-3.23511801576731,0.00121592461515689,0.0495618534836921,15,20,0,0,0,151,27,394,37,36,0,0,69,58,11,104,18,0,0
"evm.TU.chromosome_10.2951",1781.63670558331,3.01697623977867,0.688466963742632,4.38216559205375,1.1750544225919e-05,0.00168554330650295,2520,20754,167,73,867,703,9492,59,1207,6923,1313,3719,3992,6405,420,3150,1336,355,301
"evm.TU.chromosome_2.1055_evm.TU.chromosome_2.1056",24.0616728266161,-3.10587920880567,0.895938491917468,-3.4666210201088,0.000527044417205989,0.0285029021111561,13,15,94,4,3,156,20,5,43,94,43,16,38,34,0,54,51,0,0
"evm.TU.chromosome_9.489",11.1773846423865,22.9364150224945,4.56309321068319,5.02650591681875,4.99497079457243e-07,0.000133985096593611,160,0,0,0,16,0,195,0,0,0,0,56,0,0,0,0,0,0,0
"evm.TU.chromosome_7.2340",20.5789268149414,-4.41894920003865,1.34831435701682,-3.27738793037529,0.00104772313048102,0.0441888761824257,13,11,38,0,0,47,6,41,2,2,6,2,22,2,55,19,54,0,0
"evm.TU.chromosome_4.2059",203.917032575273,1.22047736761405,0.306927739424142,3.97643227003175,6.99569114771616e-05,0.00682372433986685,378,1288,96,11,222,354,630,61,489,440,232,888,330,257,51,369,187,28,42
"evm.TU.chromosome_6.1548",13.5203016109897,-19.2167434014399,4.56865435443928,-4.20621520268159,2.59682967282022e-05,0.00322487773813563,0,0,0,0,0,43,0,8,0,0,0,0,44,0,0,154,183,0,0
"evm.TU.chromosome_14.5067",6.33782465212165,3.86678065829618,1.12942879350863,3.42366042066611,0.000617837731304208,0.0314117418863487,4,47,0,0,22,4,55,0,3,7,3,17,13,4,5,7,9,0,0
"evm.TU.chromosome_10.2560",182.065408535881,-2.58282993383293,0.647790659084626,-3.98713673562791,6.68754871527197e-05,0.00673816307868904,534,117,360,16,13,139,80,174,343,526,166,152,262,149,41,462,926,43,27
"evm.TU.chromosome_11.3020",56.3188698752028,-2.21309423966969,0.650662745031057,-3.40129238468088,0.000670680517267661,0.0329337579990835,65,111,50,0,11,157,67,101,204,60,89,27,98,42,8,28,66,34,14
"evm.TU.chromosome_13.1168",5313.37800349567,-0.826604168240464,0.207353615813147,-3.98644684829293,6.70701439759161e-05,0.00673816307868904,9804,12258,6428,577,2596,12501,7585,3931,10621,11363,6531,9805,9024,9707,1940,10780,7882,1312,951
"evm.TU.chromosome_11.2778",13.6127037382537,23.8363235919904,4.56410314816584,5.22256461306521,1.76461954058552e-07,5.91676931958324e-05,133,0,0,0,0,0,154,0,0,0,0,0,1,0,16,0,0,18,0
"evm.TU.chromosome_12.3241",76.5600003860593,-3.55674263377556,0.881611672247735,-4.03436427368002,5.47503257143872e-05,0.0057593048508342,143,48,287,17,0,263,60,22,154,216,80,5,132,114,28,137,124,20,0
"evm.TU.chromosome_5.2032",125.164276460644,-23.7943613446435,3.62947059588687,-6.55587659853441,5.53159608120654e-11,7.06569206106115e-08,82,0,0,0,0,0,0,444,127,21,0,0,0,326,123,0,44,146,0
"evm.TU.chromosome_12.2655",340.530350959759,-2.25691658713615,0.549370873229526,-4.10818391930512,3.9878249049845e-05,0.00453260234115696,357,343,862,124,58,785,319,201,613,262,533,262,477,540,45,616,510,76,59
"evm.TU.chromosome_6.1115",10.0118809968575,7.07127264504967,2.11642991022961,3.34113244708516,0.000834374097751372,0.0382585483727911,40,43,0,0,17,0,99,0,38,49,0,36,0,0,0,25,29,0,0
"evm.TU.chromosome_11.125",252.272370388913,-2.21432780550235,0.496921335371764,-4.45609324430744,8.34667396531369e-06,0.00127210899116804,264,222,440,35,26,273,108,148,235,486,263,193,1271,671,150,266,562,81,55
"evm.TU.chromosome_11.124",58.0516887271427,-3.29002900053911,0.847317468101084,-3.88287640040322,0.000103228046786445,0.0089902244383104,126,28,96,0,0,38,19,132,105,65,87,68,86,147,15,42,120,16,14
"evm.TU.chromosome_11.1959",11.0770488383546,-5.97958259481241,1.82081600721603,-3.28401253674994,0.00102340369798031,0.0435751857401938,3,5,0,0,0,31,0,42,23,16,9,0,43,31,0,5,40,0,0
"evm.TU.chromosome_8.2390",642.240433886806,-2.09309971993801,0.450958509229868,-4.64144633507977,3.45978882291437e-06,0.00065819415167273,964,826,1073,87,102,1685,654,796,1540,1297,616,664,526,865,145,683,876,271,165
"evm.TU.chromosome_8.1138",254.57193312606,-5.78552273395804,0.965119967290889,-5.99461510489531,2.03967952470096e-09,1.60918716384055e-06,23,25,828,47,7,2305,18,10,144,191,281,32,305,48,339,976,168,17,9
"evm.TU.chromosome_8.1135",5.7843166076389,6.31494909765922,1.60091565439879,3.94458576272136,7.9938041255476e-05,0.00751783310047006,37,28,0,0,14,0,18,0,13,10,0,48,15,14,0,4,9,0,0
"evm.TU.chromosome_6.1657",34.0981361559191,-3.02494055114968,0.901162109692521,-3.35671076115462,0.00078875579162435,0.0369242327304216,99,20,139,0,6,118,31,4,115,59,52,6,68,88,4,102,58,0,9
"evm.TU.chromosome_9.405",7660.90108509553,-1.07601103185784,0.292499996196905,-3.67867024221598,0.000234453169828869,0.0159159147637994,10736,14336,10087,956,3397,17733,9390,6141,13699,15639,8025,12116,14032,13919,3538,12308,11936,2060,1763
"evm.TU.chromosome_12.1054",6.99739315674902,6.15360950761463,1.8373846239943,3.34911342309879,0.000810706002341963,0.0377541281368417,4,40,0,0,16,0,28,0,6,30,0,12,3,0,3,13,74,0,0
"evm.TU.chromosome_7.2190",47.2414607067328,-4.18001277627397,0.832544752711061,-5.02076646650209,5.14657007300697e-07,0.000135344701606215,44,24,152,7,1,299,18,10,113,52,158,15,121,175,7,37,70,0,1
"evm.TU.chromosome_6.283",70.7293402584828,-2.37814938669594,0.695409013302645,-3.41978510661173,0.000626706216445446,0.0317184293394955,72,70,146,0,7,113,57,74,59,107,139,76,179,48,49,147,150,14,29
"evm.TU.chromosome_3.970",324.756810444575,-1.50861406411625,0.375555312896523,-4.0170222928837,5.89381505103192e-05,0.00601956556657448,470,708,635,18,145,695,201,187,695,822,556,328,449,678,112,574,484,86,108
"evm.TU.chromosome_10.3018",1627.8966405513,2.47445537368702,0.521736873357352,4.74272665024425,2.10860706340708e-06,0.000448899014831996,2388,19341,626,96,3024,1276,2448,186,2087,5642,702,2980,1770,2457,738,1635,3410,206,365
"evm.TU.chromosome_10.3011",622.686601788835,-1.71791249029569,0.483622527399096,-3.55217632134416,0.00038205875047633,0.0227740976061713,722,1036,801,99,231,1602,868,837,1100,843,1233,772,483,671,189,464,863,261,83
"evm.TU.chromosome_13.2658",1388.41998050683,-1.57243952409396,0.412938606930518,-3.80792567636705,0.00014013737548787,0.0111876338097816,4601,1115,1802,199,297,2596,973,842,2256,1758,1777,2140,3287,3093,509,2408,3097,556,187
"evm.TU.chromosome_7.299",773.22893463277,1.15876863828236,0.358443356360562,3.23278034791289,0.00122591782866675,0.0495618534836921,898,3644,604,53,1050,1025,3930,348,1176,722,895,3434,804,1079,162,931,813,287,76
"evm.TU.chromosome_4.2476",26.9613020523502,-3.22933242658384,0.988088606677612,-3.26826198051435,0.00108210151533333,0.0452828253468039,87,10,55,0,0,129,12,0,51,84,7,9,100,49,21,93,54,6,4
"evm.TU.chromosome_12.2425",4428.92027793294,-4.49296939197857,0.652705585644166,-6.88360800152244,5.83553173871753e-12,8.69623907551994e-09,4224,623,17790,1179,301,9783,1448,4177,5081,9109,3698,736,3519,4970,2047,5271,5983,1686,221
"evm.TU.chromosome_12.2426",38.0772072831558,-3.6169667001793,0.676519293510591,-5.34643540084446,8.97032755121288e-08,3.49931076948528e-05,71,9,134,0,7,156,16,15,59,85,47,11,51,40,24,101,48,17,6
"evm.TU.chromosome_12.2420",2128.54737239221,-3.60643451822185,0.551931164905073,-6.53421069064314,6.39458738664722e-11,7.79674600270113e-08,4456,660,7029,186,207,8721,892,220,3650,7546,2575,572,3788,3611,864,6435,3871,604,166
"evm.TU.chromosome_12.2422",21.560554014347,-4.10257294897247,1.12476343559244,-3.64749850426242,0.000264805852559808,0.0176230136551036,49,6,75,0,0,52,21,24,49,55,58,0,57,50,4,49,39,0,0
"evm.TU.chromosome_12.1882",152.836329409787,-3.46792073656997,0.852070180958071,-4.06999424938287,4.70142982161377e-05,0.00510571471801489,87,72,494,68,14,559,48,0,206,369,103,32,197,210,85,330,207,23,15
"evm.TU.chromosome_12.1881",40.1354169709186,-5.10189767965342,1.24417512917796,-4.10062664009714,4.12032875517537e-05,0.00463157263275047,34,0,72,0,0,158,0,15,14,207,42,13,66,22,9,137,29,48,7
"evm.TU.chromosome_12.1880",9.16979165930992,-7.21875784840017,1.87798429048956,-3.84388617357302,0.000121101192333453,0.0101159251089346,22,0,31,0,0,35,0,0,0,19,13,0,20,4,3,62,8,8,0
"evm.TU.chromosome_12.3776",49.0882170811607,6.5427873863245,1.73205598745078,3.77746876182339,0.000158430369088608,0.0121281117604598,124,64,0,16,0,0,42,0,68,147,0,59,69,15,0,116,193,0,60
"evm.TU.chromosome_7.2229",2475.919929924,-1.8199456574761,0.451617974320486,-4.02983441970933,5.5816155997069e-05,0.00584848659556789,11176,2759,2774,190,281,2986,889,592,4710,4917,2391,1077,8409,8911,897,6630,3478,428,1147
"evm.TU.chromosome_10.88",853.26500659877,-7.80409796330175,1.79714309280774,-4.34250227181917,1.40869028405798e-05,0.00188926233973514,51,20,18,13,21,1518,68,6135,18,38,0,9,12,259,4,23,0,27,33
"evm.TU.chromosome_3.836",79.6183981497287,22.9104720344148,3.34907286890804,6.84084011641249,7.87300874122742e-12,1.11150308670887e-08,1594,10,0,4,100,0,235,0,17,0,0,4,834,0,0,0,0,12,0
"evm.TU.chromosome_9.2572",11.016936971453,-6.72902060220802,1.87867875084139,-3.58178352695709,0.00034125651244111,0.0210918541237795,41,0,0,0,0,51,0,0,23,109,21,0,49,23,5,37,23,0,0
"evm.TU.chromosome_12.1878",234.40300251137,-3.82580924425016,0.819552358410348,-4.66816940368633,3.03895286983503e-06,0.000590701969423586,423,24,352,71,22,599,12,19,143,667,134,35,281,93,98,1400,218,191,10
"evm.TU.chromosome_6.1425",192.727430821611,-2.06234642105913,0.6213940989227,-3.31890248818678,0.000903719813075188,0.040353263663539,272,135,678,40,54,481,209,30,162,911,131,122,250,124,91,543,163,28,49
"evm.TU.chromosome_13.1253",16.182506707565,-9.31684385624863,2.72732941028305,-3.41610508108066,0.000635237290868934,0.0318992072811762,33,0,108,0,0,0,0,51,23,0,31,0,0,39,0,0,0,0,0
"evm.TU.chromosome_12.201",421.001433705808,-2.54425005721712,0.551996152559648,-4.60918078037183,4.04258709928904e-06,0.000742728468159789,1284,410,920,34,14,406,186,215,1314,2222,530,254,436,786,103,1375,742,97,63
"evm.TU.chromosome_5.2615",4446.02151982508,-2.03055647921406,0.489669909016553,-4.14678631834291,3.37174465312561e-05,0.0040197190477974,12054,3695,5644,1117,680,3934,3508,4287,5407,9237,2843,2708,9826,8718,1341,8664,10384,1155,1017
"evm.TU.chromosome_12.1969",97.2973639328507,2.72840977116518,0.76976003643473,3.54449392281036,0.000393367572909018,0.0232416118407742,112,553,19,4,492,151,160,5,145,184,77,493,121,38,23,99,95,0,7
"evm.TU.chromosome_9.2801",1305.64513855367,-1.30850352526864,0.353960471041887,-3.69675043492015,0.000218376827536599,0.0151650990631712,1950,1856,2387,139,377,2175,1795,886,2751,2683,1698,1935,2109,1799,489,1891,1746,520,408
"evm.TU.chromosome_13.1986",1072.8770083476,-2.7704070952155,0.687904558299745,-4.02731318144331,5.64178626035612e-05,0.00588853208746274,1960,470,1735,275,229,997,710,1972,1382,1432,732,706,1736,1479,328,960,1304,514,69
"evm.TU.chromosome_7.983",26.8079582265166,21.5855556398851,4.56298643598257,4.73057633256737,2.23883323217678e-06,0.000469175489218047,0,289,0,0,45,0,0,0,22,0,0,0,0,0,123,0,0,0,0
"evm.TU.chromosome_8.852",218.618086770698,-2.62061290656659,0.755736394048548,-3.46762829897305,0.000525073024616904,0.0284536541663108,352,277,561,7,14,106,88,123,127,542,383,109,633,621,73,94,595,169,26
"evm.TU.chromosome_8.855",269.92874694125,-3.13508233846694,0.805286024014511,-3.8931289566382,9.89595129605559e-05,0.00870324582181624,291,141,1735,23,16,229,283,186,407,270,148,178,1325,467,59,116,203,73,15
"evm.TU.chromosome_12.799",85.2277723404683,-3.88924041121744,0.738050993532717,-5.26960934311788,1.36714411317106e-07,4.76263294697409e-05,440,23,249,12,16,303,8,48,390,168,69,18,53,86,0,53,47,13,40
"evm.TU.chromosome_12.795",135.918887643558,-3.40524037633618,0.603277709609954,-5.64456521779633,1.65599199967911e-08,8.88406587987847e-06,579,98,469,6,18,386,40,39,630,375,152,23,216,135,7,107,162,36,51
"evm.TU.chromosome_12.792",140.478648258171,-3.51447620570479,0.669744371913041,-5.24748897204784,1.54186275913614e-07,5.30242649372664e-05,523,56,519,3,23,384,59,82,550,374,183,40,168,121,0,141,76,43,60
"evm.TU.chromosome_13.1047",480.656800753836,-5.4463556648735,1.20895367609358,-4.50501600894418,6.63679389816485e-06,0.00109940354307029,272,0,3055,80,12,1144,137,52,131,2054,580,43,1221,225,157,759,409,0,169
"evm.TU.chromosome_12.2906",76.3240374603288,24.7469814564155,3.25945873853012,7.59235917420307,3.14132811874592e-14,6.48176811209543e-11,73,1911,0,0,81,0,180,0,35,1014,0,86,155,0,0,0,0,0,0
"evm.TU.chromosome_2.753",138.623257991253,-1.66045990047409,0.495230520476735,-3.3529030054037,0.00079968725832172,0.0373707509010833,444,160,283,47,43,230,154,69,214,446,180,101,122,139,56,184,162,25,15
"evm.TU.chromosome_3.460",99.1157476994204,-3.3810800104419,0.944894900034084,-3.57826040792467,0.00034588874098827,0.0212313949388314,18,19,105,10,25,90,37,324,70,51,68,81,100,36,16,80,67,30,57
"evm.TU.chromosome_13.358",1712.03474840867,-9.06494538706099,2.28340078197044,-3.9699318046298,7.18932057610758e-05,0.00693691852998236,0,12,157,0,29,6460,40,12002,33,25,21,0,0,102,0,3,0,39,6
"evm.TU.chromosome_8.2672",116.195431373078,-2.06574524820317,0.6017058616254,-3.43314795475472,0.000596616432080729,0.030599692493563,229,109,310,10,12,131,37,59,318,388,53,140,167,351,35,297,237,27,29
"evm.TU.chromosome_8.956",30.4944271631218,-4.93740217565839,1.22761564125202,-4.0219446622746,5.77196201469484e-05,0.00595488881085286,22,0,49,0,0,72,0,8,94,18,97,12,267,34,14,29,109,0,10
"evm.TU.chromosome_5.2618_evm.TU.chromosome_5.2619",367.018422105401,-1.60029345875471,0.405015824008258,-3.95118749415103,7.77643691535633e-05,0.0073708531384282,805,266,435,71,74,525,332,183,815,686,477,354,538,416,82,636,801,170,150
"evm.TU.chromosome_9.1668",106.430339360085,-3.1327234837443,0.859159588970549,-3.64626493606147,0.000266079649952168,0.0176230136551036,154,35,321,26,8,335,79,0,114,561,123,21,128,160,28,160,143,54,10
"evm.TU.chromosome_10.1241",131.96014803642,-5.92548000529437,1.2450981840279,-4.75904637988099,1.94509741313609e-06,0.000423012670033612,5,19,10,3,4,346,12,8,59,878,1166,4,264,10,140,584,31,1,0
"evm.TU.chromosome_4.2217",43.9174829372967,-4.80131684713314,1.34865728051835,-3.56007187036263,0.000370753309985752,0.0222575307247584,80,0,118,6,0,30,24,55,209,127,59,0,57,79,0,86,93,16,0
"evm.TU.chromosome_14.7134",816.838800688046,2.06215399102918,0.599069998318399,3.44225882921476,0.000576877997456997,0.0299307067771499,766,5856,426,153,602,916,4070,116,567,1220,307,2926,643,266,161,1484,766,553,138
"evm.TU.chromosome_9.1103",77.6374247200932,-2.82841867864667,0.821181961121118,-3.44432636438478,0.000572484212357494,0.0297687137289919,120,110,159,0,18,286,41,196,21,64,167,104,98,57,53,75,26,12,0
"evm.TU.chromosome_6.2473",174.451536174549,1.17433376291001,0.344867478211097,3.40517397871651,0.000661219135579844,0.0327242474036785,386,853,102,5,245,204,469,39,340,374,217,559,389,292,56,302,440,25,25
"evm.TU.chromosome_6.2479",71.595467281242,1.84055931944969,0.558066537991025,3.29810012633168,0.000973414168732268,0.0420356853812997,270,375,29,0,64,61,247,7,209,106,29,98,152,221,29,226,152,19,7
"evm.TU.chromosome_5.943",261.938750680706,-4.84946578274118,1.23986387847276,-3.91128886560891,9.18048909830336e-05,0.00823603476832406,40,14,370,25,48,790,32,60,6,29,2045,16,55,958,4,377,527,22,159
"evm.TU.chromosome_5.942",414.24259978161,-3.73301928298484,1.02114666108849,-3.65571315584154,0.000256468002681715,0.0171558546232776,258,365,635,26,8,6098,474,178,380,172,720,15,125,718,20,27,607,35,213
"evm.TU.chromosome_13.4146",6094.1594238661,-1.51984781844857,0.337403415114231,-4.50454189366759,6.65162754297399e-06,0.00109940354307029,13235,7623,8495,869,1642,8018,3947,3812,16348,11812,4771,5355,12977,10365,2452,10256,9017,2770,1876
"evm.TU.chromosome_12.2985",22.2158624252762,-3.58427693908137,0.969840979578741,-3.69573673886025,0.000219250071121294,0.0151650990631712,84,10,46,0,2,136,8,6,39,21,53,10,52,84,0,29,17,0,13
"evm.TU.chromosome_2.693",357.232761000327,-1.90312483176172,0.503866046805101,-3.77704519649419,0.000158699941392835,0.0121281117604598,615,266,518,14,182,2169,518,132,466,255,885,306,925,987,134,977,447,45,51
"evm.TU.chromosome_14.430",366.089227780759,-3.6258484720124,0.570900529533111,-6.35110371149535,2.13775515539267e-10,2.29372577153012e-07,1109,65,303,25,33,290,69,130,1229,2036,968,64,144,329,63,531,498,271,136
"evm.TU.chromosome_5.1198",13289.9053102799,-1.5197799410735,0.461333711971491,-3.2943179777146,0.000986608206115795,0.0422760040269171,18524,13597,16791,3478,2084,15932,9933,6715,18364,15459,10580,12014,34177,36913,7430,32484,25617,2385,4227
"evm.TU.chromosome_5.1193",338.078422850817,1.35484024586174,0.408439950822899,3.31711000143863,0.000909537986957189,0.0404969951510251,529,1958,114,15,520,741,1459,77,571,556,430,1313,491,394,185,522,486,28,32
"evm.TU.chromosome_8.245",286.883656073658,-4.49737227823465,1.17509962934147,-3.827226361015,0.000129595327391892,0.0105983690913418,34,62,1281,136,0,1681,140,6,111,147,247,43,162,31,237,505,293,40,8
"evm.TU.chromosome_8.244",132.281715369251,-5.19065266041051,1.30485153093669,-3.97796418776042,6.95078372699522e-05,0.00682372433986685,0,20,312,110,0,717,20,14,54,60,60,10,51,19,114,278,40,0,3
"evm.TU.chromosome_10.2078",21.947446785545,-21.4672672431668,4.56340387944223,-4.70422250808769,2.54835205996065e-06,0.000517856027699883,0,0,56,0,0,0,0,33,0,0,69,0,0,0,0,0,206,0,19
"evm.TU.chromosome_7.1955",758.305518327062,2.1486706170462,0.629060430005311,3.4156823646149,0.000636224123748481,0.0318992072811762,1631,8479,75,20,1479,1379,2873,67,1054,860,859,2466,1268,748,119,1193,725,40,206
"evm.TU.chromosome_4.619",29.2073198837093,4.40448950399854,0.881777017529397,4.99501508481048,5.88311687184108e-07,0.000153212356281811,69,113,5,1,63,6,137,0,86,3,3,131,122,104,6,10,5,11,4
"evm.TU.chromosome_9.1392",256.619078397517,-1.81245497261111,0.460120795017812,-3.93908511033706,8.17929131809484e-05,0.00759174084140402,536,127,265,22,70,526,162,62,512,501,147,51,596,1059,98,366,994,93,96
"evm.TU.chromosome_2.1990",549.255018671189,-2.34942786213354,0.644245480913193,-3.64678982117705,0.000265536946784907,0.0176230136551036,793,934,1509,50,78,3064,668,230,1166,880,955,323,960,1779,110,1170,588,5,97
"evm.TU.chromosome_12.690",62.3219243414296,-4.72272939810182,1.45429039730453,-3.24744590685273,0.0011644579660899,0.047760581777363,71,0,68,0,4,141,4,4,29,148,19,0,29,28,107,560,93,45,0
"evm.TU.chromosome_6.1512",135.479483111456,-8.83805660676188,0.981022281609905,-9.0090273915677,2.07891963274875e-19,1.11529880457705e-15,32,3,211,31,0,540,4,251,116,91,484,0,231,183,13,245,412,0,5
"evm.TU.chromosome_14.1351",233.247272634465,2.37248902417961,0.628785715796738,3.77312805392441,0.000161213489481462,0.0122852006870759,693,3545,158,7,248,301,1397,23,339,25,97,448,144,251,65,137,365,23,57
"evm.TU.chromosome_10.2910",4834.72217637811,-1.51048484037395,0.386060400738088,-3.91256092954921,9.13224866157005e-05,0.00823603476832406,18426,4385,5910,613,697,5428,4290,2438,10471,14991,4433,4400,16075,7518,2575,12186,10345,1099,551
"evm.TU.chromosome_10.2917",2267.03389949343,3.2895026035175,0.826610654163874,3.97950666005493,6.90584255655167e-05,0.00682372433986685,5573,40671,455,182,537,913,4993,45,842,11544,849,1506,6894,5567,387,6658,1354,354,113
"evm.TU.chromosome_13.1473",176.44899891403,-1.69198821958707,0.486876741300371,-3.47518802206086,0.00051049540437205,0.0278890605435354,454,129,470,30,34,296,291,90,361,345,186,185,345,356,43,237,309,57,24
"evm.TU.chromosome_10.1999",101.820525091493,-4.63115714745593,1.03678671343025,-4.46683689853003,7.93846055289525e-06,0.00122380037856817,68,12,296,14,0,712,15,5,437,496,73,38,365,32,4,307,146,16,3
"evm.TU.chromosome_5.1092",364.945722473491,-25.0638406116265,4.56209845661289,-5.49392803552842,3.93090725676374e-08,1.81797683199018e-05,0,0,1768,0,0,1994,0,0,2119,2550,0,0,1530,2025,0,0,0,0,0
"evm.TU.chromosome_9.1589",70.5463057466613,-4.41466318247137,0.755193567902496,-5.84573726539121,5.0432952114783e-09,3.38203376881735e-06,124,9,282,0,0,218,24,43,161,115,49,22,99,185,58,113,156,12,11
"evm.TU.chromosome_9.2588",46.8600320621384,-3.53667985124392,0.8740953045194,-4.04610324864801,5.20772707871021e-05,0.00556542116172601,173,19,147,7,6,138,27,10,118,194,72,0,89,74,9,101,111,6,0
"evm.TU.chromosome_9.2583",427.09299887966,1.04225139988756,0.303186703469369,3.43765537195748,0.000586773977950807,0.0302815980096835,459,2460,276,21,578,907,2287,254,742,479,435,1835,493,412,124,420,532,83,35
"evm.TU.chromosome_6.1493",518.815127439209,-3.21898891838662,0.618372124709339,-5.20558542301642,1.93385959798057e-07,6.32607925075984e-05,104,479,1931,71,163,1790,245,817,272,279,1164,295,589,928,58,691,661,34,97
"evm.TU.chromosome_8.57",419.279895429075,-2.80337872964225,0.622968912385752,-4.50002989540247,6.79439063299415e-06,0.00111129716060631,905,289,1561,11,31,1590,419,48,639,1051,545,204,849,955,156,1074,998,70,66
"evm.TU.chromosome_14.2504",110.650334901013,-3.80285269891933,1.08330903192136,-3.51040431387764,0.000447425807286273,0.0251488637281985,32,50,145,80,23,43,14,278,52,25,48,22,17,44,21,54,19,22,11
"evm.TU.chromosome_11.3053",198.769377656456,1.35234189018723,0.410845866398071,3.29160398288379,0.000996177817484315,0.0425501174780243,269,1643,119,4,247,393,965,42,370,222,194,379,500,248,95,250,223,38,34
"evm.TU.chromosome_12.3294",44.6100594873494,-5.26767549987184,1.28040933335863,-4.11405584341865,3.88767321013876e-05,0.00443757217824519,0,8,25,19,0,468,0,6,0,25,32,10,121,10,39,252,36,0,0
"evm.TU.chromosome_2.502",1158.27633868395,-2.33688815101648,0.520801179878168,-4.48710225956699,7.21984263215229e-06,0.00113254420330323,3381,640,2390,69,90,2250,971,802,3624,4414,2110,1374,988,1422,574,2430,1904,214,171
"evm.TU.chromosome_11.615",24.941857171176,-21.4595111416195,4.56331768916929,-4.70261169686961,2.56854621449842e-06,0.000518035215471472,0,0,198,0,0,0,0,0,49,0,0,0,163,250,9,0,0,0,0
"evm.TU.chromosome_4.1974",21.4476572684353,2.97987493732431,0.761736672979192,3.91194889655223,9.15542880445349e-05,0.00823603476832406,72,99,8,3,28,12,43,0,27,86,0,75,56,25,12,26,38,5,3
"evm.TU.chromosome_9.2218",436.446181819575,-2.26636350156432,0.629443319473509,-3.60058393098841,0.000317503313948468,0.0200141926038792,543,174,1513,90,111,1114,627,112,547,893,355,141,481,586,216,778,776,170,71
"evm.TU.chromosome_8.1966",1528.83007942173,-1.03099617696826,0.235221689787705,-4.3830829457044,1.17011536378037e-05,0.00168554330650295,2701,2562,1752,105,621,2800,1837,927,3403,3561,2223,2183,3986,3518,793,3449,2581,386,246
"evm.TU.chromosome_12.3641",6.53450420304085,-6.71785308147295,1.69919609403578,-3.95354786010442,7.70008531052238e-05,0.00732436483579619,19,0,22,0,0,29,0,0,11,13,6,0,4,13,3,2,5,9,0
"evm.TU.chromosome_12.3640",34.1622138252972,-6.07862067595084,1.5797516909195,-3.8478329922931,0.000119167241879052,0.0100205081384441,49,6,0,0,0,92,0,36,0,18,30,0,77,44,33,34,142,14,26
